CUSTOMER_ID,CITY,GENDER,MARITAL_STATUS,CHILDREN_COUNT,AVG_AMT,AVG_QUANTITY,FREQ_SUBCAT,MEAN_PROFIT,AVERAGE_MONTHLY_SPENDING,DAY_DIFF,TOTAL_TRANS,AGE,SPEND_RANK
132144,9261,0,3,0,44.47619048,4.68254,1,8.291477273,334.2329913,38,63,21,1
199672,9261,1,1,4,45.16923077,4.846154,2,7.807591623,330.5285683,148,65,44,1
66153,9261,0,0,1,43.23245614,4.859649,2,7.406077348,309.5704736,37,57,61,1
95220,9261,0,0,0,36.18918919,3.635135,2,7.566032609,276.871151,27,74,63,1
171029,9261,1,3,0,42.75,4.140351,2,8.023602485,314.2429271,132,57,53,1
159417,9261,0,0,0,37.29642857,4.085714,2,7.01984127,270.3172407,60,70,19,1
111331,9261,0,1,0,41.95338983,4.423729,1,7.624855491,297.6610484,54,59,47,1
120670,9261,1,1,3,46.31746032,4.777778,1,9.079545455,343.2525401,119,63,77,1
186029,9261,0,1,4,44.54166667,4.363636,2,8.209139785,322.72421,48,66,23,1
113308,9261,1,1,3,42.76449275,4.710145,1,7.244339623,347.1657181,178,69,41,1
152890,9261,1,0,0,34.9625,4.016667,2,6.405357143,271.0408828,45,60,50,1
41889,9261,0,0,0,40.01449275,4.536232,2,7.148803828,325.463717,55,69,82,1
129991,9261,1,2,2,40.1056338,4.323944,2,6.983488372,342.6769604,117,71,51,1
161970,9261,1,0,0,40.99576271,4.474576,2,6.921546961,278.1099523,79,59,76,1
78551,9261,1,0,1,42.65909091,4.927273,2,7.346764706,305.7267811,67,55,18,1
83253,9261,1,3,0,41.75416667,4.683333,2,7.754360465,276.9963766,104,60,26,1
107029,9261,0,0,0,43,4.611111,2,7.25,281.9533192,102,54,72,1
27487,9261,0,1,0,44.18981481,4.648148,2,8.34335443,268.9906618,141,54,82,1
186677,9261,0,1,3,38.54545455,4.515152,2,7.083602151,281.9089404,45,66,55,1
28817,9261,0,0,0,38.99576271,4.305085,1,7.576380368,260.7030853,64,59,38,1
167966,9261,0,2,0,41.36792453,4.660377,2,7.768831169,273.653195,49,53,40,1
71738,9261,0,1,1,40.65384615,4.288462,2,7.668275862,260.887628,28,52,44,1
165071,9261,0,1,4,43.42982456,4.491228,2,7.632934132,296.5984848,52,57,73,1
39386,9261,1,1,1,43.83333333,4.964912,2,7.400842697,300.2354762,82,57,64,1
85066,9261,1,1,2,41.22321429,4.25,1,7.4178125,284.6587634,115,56,59,1
174752,9261,0,0,0,44.53061224,4.693878,2,7.241139241,298.018432,88,49,46,1
157321,9261,1,0,0,41.04098361,4.409836,2,7.354371585,298.6342109,76,61,69,1
102158,9261,0,2,2,38.07407407,4.185185,2,7.013087248,272.1573905,40,54,26,1
176625,9261,0,1,2,38.09322034,4.338983,2,6.913529412,277.2084592,15,59,51,1
84335,9261,1,2,1,41.2109375,4.296875,2,7.325520833,302.3163111,56,64,32,1
194854,9261,0,0,0,38.06439394,3.969697,2,7.335989011,264.7034667,95,66,60,1
35409,9261,1,0,0,39.9738806,3.940299,2,8.311046512,282.2619763,98,67,59,1
121483,9261,1,2,5,47,5,2,7.925961539,269.2344533,119,51,81,1
61888,9261,0,1,5,38.94339623,4.471698,2,6.802453988,261.6710453,65,53,62,1
128467,9261,2,0,0,43.01,5.06,2,7.102160494,279.8225806,30,50,59,1
131817,9261,1,1,2,39.61290323,4.532258,2,7.931065089,265.4037156,68,62,22,1
184981,9261,2,3,0,41.9375,4.732143,2,7.488323353,263.8700016,62,56,74,1
76721,9261,0,1,3,40.96818182,4.327273,2,7.421383648,269.7988666,64,55,44,1
68040,9261,2,0,0,41.22916667,4.783333,2,7.385135135,306.6023812,15,60,77,1
145159,9261,0,1,5,38.93014706,4.529412,2,7.057360406,292.2271595,41,68,68,1
37759,9261,1,2,4,41.15789474,4.508772,2,7.082634731,260.8470913,58,57,17,1
30886,9261,2,1,3,44.12019231,4.865385,1,7.477743902,291.2570106,66,52,45,1
172964,9261,1,1,1,36.67164179,4.179104,2,7.241304348,260.6282366,83,67,38,1
107320,9261,1,0,0,44.26612903,4.709677,2,8.121236559,309.8728809,25,62,31,1
31295,9261,0,2,4,41.26119403,4.61194,2,7.230582524,332.8657853,27,67,69,1
91703,9261,1,1,1,43.63392857,4.482143,2,8.222955975,283.6664186,53,56,22,1
169290,9261,0,1,2,40.98161765,4.25,2,7.521428571,306.3083962,38,68,18,1
21490,9261,1,0,0,33.50337838,3.932432,2,6.5705,273.5291121,50,74,79,1
71327,9261,2,0,0,44.31578947,4.807018,2,7.780701754,277.2789942,32,57,25,1
168331,9261,0,0,0,39.42156863,4.862745,2,6.079714286,269.8506543,64,51,79,1
29337,9261,0,1,4,38.625,4.446429,2,7.378164557,280.228504,33,56,77,1
90180,9261,0,1,2,42.03225806,4.725806,2,7.534065934,288.801355,50,62,42,1
21503,9261,1,0,0,42.41101695,4.983051,2,7.309139785,298.3757792,99,59,74,1
33577,9261,1,0,0,44.10849057,4.716981,2,7.526948052,270.609375,45,53,60,1
26333,9261,0,0,0,44.91517857,4.910714,2,7.835714286,275.3119811,43,56,56,1
78729,9261,1,1,1,38.3442029,3.942029,2,6.977083333,298.4337467,6,69,68,1
198969,9261,0,1,2,45.43055556,4.574074,2,8.027044025,301.6644861,107,54,54,1
182535,9261,1,0,0,43.19,4.98,2,7.312171053,264.7134375,171,50,38,1
22852,9261,1,1,0,38.6969697,4.409091,2,7.015897436,301.3740609,44,66,49,1
159501,9261,1,0,0,41.34926471,4.426471,2,7.250485437,316.0917509,22,68,25,1
174131,9261,0,2,1,36.71153846,4.076923,2,7.445689655,272.6724437,75,65,34,1
33021,9261,0,1,0,44.59469697,4.454545,2,8.396721312,326.6742401,109,66,74,1
137027,9261,1,0,0,36.69776119,3.850746,2,7.021270718,267.049802,54,67,57,1
170998,9261,2,2,2,45.08018868,5.113208,2,7.785542169,286.6773401,164,53,29,1
110044,9261,0,3,0,48.46511628,5.44186,2,7.408783784,296.1297433,43,43,63,1
49385,9261,1,1,1,45.12,4.92,2,7.71163522,266.1034366,119,50,28,1
174528,9261,0,2,0,49.02542373,5.084746,2,8.095901639,334.7392321,50,59,58,1
171617,9261,0,3,0,43.66269841,4.888889,2,7.414766839,311.1381907,9,63,61,1
78953,9261,1,1,1,43.10416667,4.783333,2,7.357650273,311.1113807,70,60,69,1
76907,9261,1,1,4,45.26818182,5.054545,1,7.459269663,304.4478393,63,55,27,1
30476,9261,1,1,3,38.01587302,4.412698,2,7.257821229,284.6095695,43,63,58,1
44973,9261,1,1,3,40.6557377,4.262295,2,8.2625,272.9910046,104,61,72,1
78923,9261,0,1,4,34.96825397,4.15873,2,6.605833333,286.296875,44,63,66,1
41733,9261,0,1,0,42.64772727,4.848485,2,7.605276382,331.4986905,37,66,63,1
199523,9261,1,0,0,39.796875,4.359375,2,6.98685567,285.4820129,119,64,43,1
153949,9261,0,0,0,39.81746032,4.15873,2,8.544444444,268.5683673,23,63,28,1
27723,9261,0,1,4,40.72101449,4.188406,2,7.993206522,299.8248076,61,69,44,1
123897,9261,1,0,0,41.95192308,4.576923,2,7.164156627,286.9717974,80,52,83,1
171620,9261,1,0,0,47.90957447,5.085106,1,8.552517986,260.1596906,80,47,60,1
43680,9261,0,0,0,38.19,4.106667,2,7.366504854,292.7815483,21,75,52,1
60664,9261,1,1,3,39.99166667,4.35,2,7.522360248,277.9110449,20,60,28,1
41318,9261,0,0,0,44.59803922,4.901961,1,7.666768293,294.4665884,61,51,39,1
58480,9261,0,2,4,43.91037736,4.603774,2,7.331875,303.2165689,121,53,47,1
171026,9261,1,1,0,43.07272727,4.436364,2,8.292567568,286.9654706,48,55,23,1
122456,9261,2,0,0,41.06578947,4.263158,2,7.908385093,275.8423732,105,57,52,1
189783,9261,0,0,0,46.95982143,4.839286,2,8.914102564,281.6144115,24,56,37,1
198608,9261,0,1,3,44.07075472,4.226415,2,8.452380952,298.4322166,27,53,24,1
112423,9261,0,0,0,41.1745283,4.169811,2,7.681818182,266.2083333,67,53,42,1
42865,9261,1,3,0,44.1127451,4.862745,2,7.747333333,263.9272619,117,51,82,1
152810,9261,1,0,0,36.39552239,4.089552,2,7.299166667,274.3680946,39,67,82,1
168907,9261,0,0,0,44.35344828,4.62069,2,8.229585799,288.9161302,13,58,30,1
67466,9261,0,2,1,42.51785714,4.714286,2,7.73964497,293.3530624,80,56,37,1
30073,9261,1,3,0,41.89545455,4.509091,2,7.692073171,277.7193203,93,55,79,1
59661,9261,1,3,0,49.11956522,5.152174,2,8.562758621,269.4403969,176,46,35,1
160931,9261,0,0,0,36.74621212,4.424242,2,6.232663317,295.0992462,20,66,17,1
181264,9261,1,1,2,42.69230769,4.507692,2,7.585078534,295.5690485,132,65,48,1
148380,9261,1,0,1,40.36538462,4.2,2,7.424331551,290.1943219,67,65,37,1
83727,9261,0,1,3,42.59821429,4.357143,2,8.267880795,297.181347,95,56,63,1
65160,9261,0,0,0,35.48790323,3.919355,2,7.042944785,291.3165552,113,62,33,1
161312,9261,2,1,1,42.125,4.916667,2,7.215333333,263.8180146,43,48,48,1
179745,9261,1,1,2,35.56640625,4,2,7.125925926,263.6451321,74,64,71,1
130862,9261,0,0,0,37.81439394,4.424242,2,6.932564103,316.9084742,41,66,60,1
105573,9261,0,1,1,37.76229508,4.213115,1,7.015833333,263.791125,38,61,19,1
58809,9261,1,0,0,39.19262295,4.540984,2,6.919444444,303.8482248,55,61,79,1
53257,9261,0,1,3,38.575,4.283333,2,7.064825581,272.0713316,39,60,47,1
96570,9261,1,0,1,43.67753623,4.768116,2,7.359047619,365.3152727,80,69,18,1
111535,9261,0,0,0,40.59259259,4.074074,2,8.150352113,284.9793234,39,54,53,1
109424,9261,1,0,0,40.03846154,4.784615,0,6.7995,314.8615199,95,65,57,1
184300,9261,0,0,0,43.18220339,4.779661,2,7.553672316,305.0685066,45,59,53,1
160546,9261,2,1,3,38.48790323,4.645161,2,6.95,276.6117178,137,62,77,1
60178,9261,1,0,0,40.3968254,4.666667,2,7.457541899,286.7156905,62,63,78,1
107741,9261,1,1,5,39.79508197,4.098361,2,7.514545455,262.2818864,57,61,51,1
54841,9261,0,0,0,42.19166667,4.95,2,7.085602094,312.6903386,55,60,52,1
28529,9261,0,1,2,40.66549296,4.661972,2,7.020465116,334.3632791,100,71,77,1
173632,9261,1,1,2,43.01020408,4.857143,2,7.603618421,283.9913257,38,49,71,1
37841,9261,2,0,0,45.20982143,4.607143,2,7.837719298,310.1047076,30,56,46,1
44562,9261,1,1,1,42.3627451,4.490196,2,7.674475525,275.9750671,25,51,69,1
31809,9261,0,0,0,42.48106061,4.242424,2,8.334831461,288.2677407,16,66,61,1
76125,9261,1,3,0,44.82142857,4.489796,2,8.171276596,278.2552554,60,49,24,1
125113,9261,1,1,2,45.90104167,4.979167,2,8.217407407,260.3124705,109,48,39,1
107531,9261,1,1,4,37.97945205,4.273973,2,7.300990099,284.137761,48,73,83,1
23906,10613,0,0,0,42.60648148,4.981481,2,7.012138728,260.1639622,173,54,71,1
78154,7288,0,0,2,37.68852459,4.295082,1,6.819774011,267.8230899,22,61,26,1
183403,7288,0,0,0,37.77364865,3.959459,2,7.424739583,269.4879977,54,74,48,1
108314,7288,1,1,3,39.38114754,4.327869,2,6.715706806,277.2381051,79,61,41,1
65309,7288,1,1,2,44.19491525,5.084746,1,7.04453125,285.4870783,96,59,54,1
119958,7288,1,1,0,42.92460317,5,2,7.76875,306.3726175,25,63,18,1
70644,7288,1,0,0,41.88793103,4.258621,2,7.812349398,299.4042812,160,58,22,1
180267,7288,1,2,3,44.70258621,4.689655,2,7.687714286,278.6206555,42,58,63,1
134245,7288,0,1,3,38.39130435,4.333333,2,7.27839196,282.4639799,33,69,36,1
156950,7288,2,1,4,37.77272727,3.844156,2,6.958413462,301.3443509,20,77,48,1
114363,7288,0,2,1,39.52083333,4.402778,1,7.146650718,281.594504,48,72,78,1
78090,7288,1,1,4,38.67241379,4.517241,1,6.923255814,278.2608424,69,58,77,1
62832,7288,0,1,3,37.41287879,4.19697,2,6.559020619,279.2582881,10,66,70,1
175321,7288,0,0,0,41.48245614,4.77193,2,7.223333333,273.2117289,81,57,24,1
160156,7288,1,0,0,46.17372881,5.169492,2,7.377179487,298.1771736,48,59,60,1
199186,7288,0,1,2,36.23026316,4.092105,2,6.529372197,276.2633251,44,76,56,1
171046,7288,0,0,0,39.13076923,4.661538,0,7.149736842,262.5641248,158,65,48,1
98032,7288,2,0,0,38.04276316,4.394737,2,6.889647577,289.2910882,91,76,29,1
120721,7288,2,0,1,40.34848485,4.318182,1,7.110913706,266.4317327,10,66,65,1
148482,7288,1,0,0,40.4084507,4.746479,0,6.584174312,285.3546185,124,71,81,1
72743,7288,0,0,0,42.10887097,4.532258,2,7.16827957,292.6364232,36,62,53,1
87337,7288,0,0,1,41.7875,4.483333,2,7.424585635,270.5068657,138,60,44,1
65131,7288,0,1,0,39.89772727,4.575758,2,7.365544042,271.6263423,46,66,64,1
184972,7288,0,1,3,42.15671642,4.791045,1,7.42549505,294.9236686,48,67,39,1
84998,7288,0,1,4,39.40942029,4.173913,2,7.563903743,261.3928571,108,69,19,1
197005,7288,1,2,4,40.23809524,4.539683,0,7.358791209,310.1006053,130,63,32,1
169614,7288,1,1,1,40.73986486,4.256757,2,7.42452381,306.1247403,107,74,72,1
135005,7288,0,1,1,37.30223881,4.343284,0,6.399052133,282.1205609,61,67,45,1
69757,7288,1,1,2,38.95454545,4.030303,0,7.175966851,272.9168399,80,66,59,1
120085,7288,1,1,1,45.125,4.857143,1,7.803508772,277.5882353,119,56,58,1
163379,7288,0,0,2,44.1875,4.316667,2,7.904885058,263.7847881,146,60,21,1
167306,7288,1,0,0,43.95416667,4.65,2,7.284308511,301.863403,67,60,64,1
171911,7288,1,2,1,42.27960526,4.855263,2,7.592982456,363.6626878,20,76,46,1
194608,7288,0,1,1,39.64393939,4.015152,2,6.890837696,282.5151225,105,66,51,1
103143,7288,0,0,0,42.62121212,4.545455,2,7.395595855,271.163695,41,66,33,1
191796,7288,1,0,0,38.68478261,4.275362,2,7.281578947,274.5601989,64,69,40,1
79864,7288,1,1,1,42.03472222,4.722222,2,7.053289474,327.1805556,61,72,22,1
163167,7288,0,1,0,40.81818182,4.309091,2,6.958641975,278.229513,115,55,36,1
146015,7288,0,1,3,39.77739726,4.39726,2,6.950694444,295.6777581,27,73,30,1
191918,7288,0,0,0,42.41525424,4.491525,2,7.215625,260.5877408,53,59,27,1
98294,7288,0,0,0,36.16319444,3.791667,2,7.270572917,261.189369,38,72,57,1
78315,7288,0,0,1,44.44642857,4.671429,2,7.185714286,337.2999824,13,70,78,1
141491,7288,0,0,1,46.69758065,5.177419,2,8.207894737,299.3966222,74,62,69,1
145015,7288,0,0,0,43.50806452,4.983871,0,7.661538462,295.8501879,105,62,67,1
155636,7288,0,0,0,40.325,4.271429,2,7.764321608,297.0902778,43,70,28,1
109186,7288,0,2,5,44.71634615,4.807692,0,7.632258065,273.9429832,55,52,31,1
191765,7288,1,2,4,44.47014925,4.522388,2,7.860526316,300.0019693,70,67,74,1
64392,7288,1,1,4,43.48660714,4.839286,2,7.415384615,273.819059,84,56,63,1
119818,7288,2,1,4,37.66025641,3.987179,2,6.887612613,288.5427399,32,78,39,1
71098,7288,1,0,0,40.66544118,4.397059,2,7.422474748,287.1379992,134,68,42,1
105551,7288,0,1,2,47.07894737,4.894737,2,7.861714286,301.7336188,103,57,31,1
173222,7288,1,0,0,43.52118644,4.745763,2,7.641525424,286.9912353,77,59,51,1
95327,7288,1,0,0,42.47177419,4.548387,2,7.023298429,299.6463025,100,62,51,1
128185,7288,2,1,2,37.39041096,4.109589,2,6.983732057,270.1895145,23,73,44,1
130658,7288,1,1,4,40.88602941,4.264706,2,7.411578947,267.9775685,182,68,23,1
81509,7288,1,1,2,41.15942029,4.565217,2,7.159558824,298.4322554,38,69,82,1
177415,7288,0,2,2,42.97426471,4.514706,2,8.23972973,306.3987056,55,68,21,1
185002,7288,1,0,0,34.35197368,3.921053,2,6.665931373,281.87677,23,76,78,1
143240,7288,1,2,0,40.47265625,4.53125,0,7.799431818,274.4594171,34,64,81,1
118059,7288,2,0,0,39.76666667,4.583333,1,7.053825137,263.4752652,26,60,34,1
188632,7288,1,1,1,42.01515152,4.742424,2,7.463917526,279.6568402,53,66,59,1
149770,7288,0,2,0,38.99637681,4.333333,2,6.892548077,287.9411329,34,69,78,1
102431,7288,0,3,0,38.70762712,4.288136,2,6.711904762,284.6619511,125,59,47,1
62605,7288,0,1,4,39.3984375,4.640625,2,7.556451613,268.4906377,61,64,64,1
135465,7288,0,0,0,43.54230769,4.707692,2,7.141457286,325.5826085,165,65,32,1
128204,7288,0,0,0,43.69915254,4.474576,2,7.650571429,261.4544749,31,59,62,1
123506,7288,0,1,2,36.22142857,3.957143,2,6.362068966,262.1843753,124,70,65,1
176725,7288,1,1,3,40.7238806,4.462687,2,7.667021277,283.5322072,31,67,51,1
105112,7288,1,3,0,43.54435484,4.403226,2,7.7725,282.9224559,211,62,71,1
103925,7288,0,0,0,46.91525424,5.033898,1,8.041621622,307.1850726,62,59,27,1
164849,7288,2,1,2,36.34642857,4.342857,0,6.327336449,292.6441006,52,70,38,1
68094,7288,0,1,3,39.94140625,4.359375,2,7.582065217,262.6821829,87,64,32,1
107623,7288,0,1,3,43.10546875,4.625,1,7.351015228,284.6747852,109,64,52,1
161004,7288,0,1,4,40.15972222,4.208333,0,7.563054187,292.5702478,58,72,59,1
161482,7288,0,1,4,40.72794118,4.588235,2,6.747857143,310.4796679,57,68,76,1
160005,7288,0,1,4,43.96538462,4.6,2,7.192564103,304.1493754,125,65,43,1
146187,7288,0,2,0,37.58571429,4.157143,2,6.96453202,264.561544,40,70,44,1
160011,7288,1,0,0,44.57307692,4.323077,2,7.920380435,286.5227458,94,65,79,1
125713,7288,0,1,0,42.96551724,4.293103,1,7.933823529,274.6713279,24,58,73,1
87929,7288,0,1,2,43.91666667,4.490196,2,7.503691275,287.2057393,59,51,20,1
92165,7288,1,3,0,39.75320513,4.089744,2,7.539622642,300.0315499,144,78,45,1
148751,7288,0,0,0,37.51056338,4.112676,2,7.298429319,282.2171578,67,71,21,1
176111,7288,0,1,2,40.82786885,4.491803,2,7.351142857,269.5323066,71,61,40,1
153055,7288,0,1,2,40.67537313,4.38806,2,7.51827957,275.5883297,301,67,53,1
145607,7288,1,0,0,41.22916667,4.783333,2,7.540591398,280.8667092,145,60,37,1
171850,7288,0,1,5,39.15079365,4.650794,2,6.79139785,267.7538205,87,63,44,1
198989,7288,2,1,1,38.00793651,4.126984,2,7.014516129,263.7237063,15,63,68,1
72982,7288,1,1,1,44.27777778,5.063492,2,7.667724868,330.0657933,55,63,77,1
138858,7288,2,1,2,39.32608696,4.347826,1,6.823529412,302.1708671,53,69,35,1
94097,7288,1,0,1,48.18981481,5.333333,2,7.471390374,330.1469058,150,54,80,1
90053,7288,1,0,0,42.98529412,5.019608,2,7.484591195,282.0921839,42,51,24,1
108538,7288,1,1,4,39.33333333,4.115942,1,7.72201087,263.3891758,59,69,30,1
86865,7288,1,2,4,49.35,5.283333,2,7.5625,342.635327,91,60,19,1
146217,7288,0,0,0,34.43835616,4.191781,2,6.51,261.4270522,86,73,61,1
73832,7288,1,3,0,47.1641791,4.761194,2,7.718599034,393.9840295,123,67,27,1
84977,7288,1,0,0,39.05833333,4.483333,1,6.537368421,269.2397331,114,60,28,1
130081,7288,2,1,4,45.07083333,4.9,0,7.883513514,290.2521063,87,60,57,1
62647,7288,0,1,0,37.29545455,4.530303,0,6.871354167,267.9861111,70,66,44,1
74894,7288,1,0,0,41.55479452,4.520548,2,7.520631068,320.5540567,102,73,58,1
99988,7288,1,1,4,43.87890625,4.578125,2,7.256770833,308.6159434,23,64,53,1
151176,7288,1,0,0,41.07835821,4.402985,2,7.696700508,294.6508466,102,67,38,1
183256,7288,0,1,2,42.16964286,4.428571,2,7.605519481,273.6705575,68,56,81,1
170016,7288,1,0,0,35.00632911,3.860759,2,6.785514019,284.5284584,89,79,41,1
75509,7288,0,3,0,43.94736842,4.526316,1,7.292937853,294.3499951,66,57,67,1
100566,7288,1,1,4,38.23591549,4.605634,2,6.8925,316.000519,31,71,53,1
148300,7288,0,0,2,42.71428571,4.412698,2,7.67849162,267.675228,106,63,71,1
133965,7288,0,1,1,37.70357143,4.471429,0,6.560287081,298.9798601,65,70,39,1
73216,7288,0,0,0,38.41538462,4.153846,2,7.174184783,264.1128405,110,65,25,1
63696,7288,0,0,0,45.48529412,4.852941,2,7.911219512,326.5167567,136,68,71,1
158918,7288,0,0,0,43.68965517,4.482759,2,7.836494253,280.8879929,36,58,78,1
157823,7288,1,1,2,44.1733871,4.806452,1,7.562568306,270.4699408,160,62,46,1
195141,7288,1,2,3,43,4.64,1,7.502348993,279.0858865,40,50,64,1
134724,7288,0,1,1,40.29044118,4.823529,0,6.769158879,326.5578383,19,68,37,1
62265,7288,1,1,2,41.81690141,4.295775,2,8.122279793,274.5772845,108,71,70,1
169996,7288,2,1,2,42.71491228,4.789474,2,7.457821229,272.3850953,79,57,61,1
87973,7288,0,0,0,39.15384615,4.323077,2,6.951842105,274.550284,58,65,59,1
134305,7288,1,3,0,42.13934426,4.737705,2,7.319946809,281.1074511,28,61,57,1
89691,7288,1,1,1,42.85546875,4.578125,2,8.191111111,300.7431982,18,64,60,1
102795,7288,0,0,0,44.16101695,4.711864,1,7.76408046,288.5571429,57,59,31,1
86014,7288,0,0,0,45.20338983,5.169492,0,6.784183674,310.377388,136,59,57,1
98693,7288,0,1,1,35.01408451,4.309859,1,6.368809524,267.1807409,39,71,27,1
98283,7288,0,0,0,46.23863636,4.924242,2,7.897142857,322.8698319,104,66,61,1
147023,7288,1,1,2,39.95614035,4.368421,0,6.83,260.1068245,58,57,61,1
151727,7288,1,0,0,43.98943662,4.535211,2,7.947087379,306.7185883,96,71,32,1
124887,7288,2,0,0,40.31153846,4.138462,2,8.01091954,261.4976502,101,65,81,1
170754,7288,0,0,0,45.76293103,5.224138,0,7.356578947,317.1253009,79,58,24,1
132639,7288,0,1,1,41.73684211,4.929825,0,6.628989362,278.5429354,58,57,24,1
156860,7288,1,2,3,45.2734375,4.78125,2,7.765306122,302.0267645,75,64,59,1
176205,7288,1,1,1,39.4795082,4.622951,0,6.987037037,261.8618462,76,61,71,1
123886,7288,0,1,5,38.91525424,4.474576,2,7.048033708,274.758655,17,59,42,1
135818,7288,0,2,2,42.55645161,4.66129,1,7.181701031,271.721557,8,62,68,1
187879,7288,0,1,4,41.77272727,4.709091,1,7.056666667,263.0847698,28,55,18,1
127531,7288,1,1,0,45.92647059,5.176471,2,7.515813954,370.5379735,92,68,63,1
192182,7288,2,0,0,37.9057971,4.101449,2,6.894358974,265.4161133,93,69,26,1
106943,7288,2,3,0,39.5915493,4.56338,2,6.876046512,275.5832724,96,71,71,1
166213,7288,1,1,2,44.12132353,4.588235,2,7.852020202,320.3935658,20,68,57,1
192622,7288,1,2,4,43.075,4.74,0,7.228947368,261.6408647,54,50,66,1
193771,7288,1,2,0,39.88934426,4.606557,0,7.322881356,283.5115772,44,61,64,1
173444,7288,1,2,2,43.36231884,4.84058,2,7.573684211,351.1969697,77,69,76,1
68067,7288,1,0,0,39.79929577,4.267606,1,7.57839196,280.9392328,13,71,42,1
134266,7288,0,0,0,42.72983871,4.209677,2,7.998255814,263.3291609,20,62,46,1
141417,7288,0,1,2,39.47142857,4.1,1,7.456417112,266.4102743,25,70,43,1
143935,7288,1,1,3,37.44758065,4.096774,2,7.060115607,261.7086961,53,62,36,1
86652,7288,0,1,2,40.20714286,4.228571,2,7.602150538,265.5540541,142,70,83,1
149167,7288,0,1,2,43.51754386,4.929825,0,7.121270718,266.0310944,29,57,57,1
79498,7288,2,1,2,49.525,4.916667,2,8.699431818,309.6682231,34,60,37,1
96545,7288,1,0,0,44.45564516,4.903226,2,7.405958549,296.0469546,8,62,68,1
105899,7288,2,0,0,39.04794521,4.273973,0,6.793317972,310.0610337,29,73,36,1
171336,7288,0,0,2,38.41538462,4.646154,2,6.686111111,286.5881481,92,65,30,1
105869,7288,0,1,4,44.67307692,4.338462,2,7.967567568,299.7004241,135,65,73,1
183736,7288,2,1,0,36.49632353,4.058824,2,6.894300518,264.2668879,48,68,41,1
93898,7288,0,1,1,43.31696429,4.839286,2,7.794674556,275.1647033,64,56,38,1
164922,7288,1,2,2,38.71212121,4.393939,2,7.036979167,273.9951509,54,66,71,1
82273,7288,0,1,4,38.49609375,4.5,0,6.731842105,270.929977,61,64,31,1
195106,7288,1,0,0,40.37719298,4.368421,1,6.959195402,263.4668411,53,57,58,1
137818,7288,1,0,0,41.97619048,4.460317,2,7.814804469,262.2662199,29,63,34,1
162415,7288,1,1,2,36.47222222,4.015873,2,6.992307692,268.6178227,119,63,20,1
164307,7288,0,1,1,45.12272727,5.109091,0,7.168579235,292.5273875,100,55,64,1
167036,7288,0,1,2,39.03688525,4.278689,2,7.067696629,291.4936296,57,61,40,1
185068,7288,1,2,2,42.73684211,4.508772,2,7.845705522,287.9257689,40,57,26,1
116174,7288,1,1,4,39.91538462,4.2,1,7.632417582,266.5833508,45,65,33,1
111430,7288,1,2,2,41.4,4.338462,1,7.304102564,278.9520946,22,65,62,1
163775,7288,1,0,0,41.03225806,4.467742,2,6.839153439,270.5287141,46,62,55,1
92696,7288,1,1,2,40.90833333,4.45,2,6.911931818,276.6766458,106,60,24,1
151575,7288,2,0,0,39.7734375,4.203125,1,6.966489362,278.9107235,16,64,17,1
197145,7288,2,1,1,43.39930556,4.652778,1,7.860046729,338.1816685,37,72,44,1
82116,9122,0,0,0,45.65808824,4.676471,2,8.550263158,297.8007786,111,68,76,1
54372,9122,1,0,0,42.63928571,4.2,2,8.267989418,263.9083914,194,70,27,1
87376,9122,1,2,1,43.07936508,4.253968,2,7.631182796,268.6527571,132,63,24,1
75827,9122,1,1,2,43.0154321,4.259259,2,8.002433628,327.0939945,54,81,19,1
119323,9122,0,2,2,41.92537313,4.373134,2,7.631842105,283.6426691,93,67,62,1
164869,9122,0,0,0,42.39527027,4.621622,2,7.079273504,284.5062143,160,74,25,1
183409,9122,0,1,0,45.23461538,4.446154,2,8.100777202,261.6461714,164,65,81,1
111952,9122,1,0,0,44.89344262,4.721311,2,7.435978836,284.9579581,118,61,31,1
95862,9122,1,1,0,48.94230769,4.876923,2,8.472222222,302.0620033,111,65,76,1
121010,9122,1,1,1,42.16071429,4.185714,2,8.322797928,262.4316218,293,70,75,1
145042,9122,2,0,0,41.99166667,4.333333,2,7.71871345,262.0096945,120,60,70,1
81994,9122,0,1,4,47.59274194,4.645161,2,7.84453125,333.8574107,30,62,57,1
188801,9122,2,0,0,42.90357143,4.414286,2,7.804347826,271.3706078,85,70,62,1
46108,9122,0,1,3,44.61111111,4.518519,2,7.827419355,272.88621,113,54,59,1
25979,9122,1,0,0,40.39453125,3.75,2,8.039583333,267.8233019,164,64,70,1
52313,9122,1,0,0,44.4469697,4.757576,2,7.373786408,302.5680723,144,66,34,1
191379,9122,1,0,0,50.87671233,5.356164,2,8.340546219,380.1789031,132,73,56,1
83700,9122,1,0,0,47.31985294,4.411765,2,8.422680412,339.8825528,92,68,65,1
152014,9122,1,3,0,40.46283784,4.135135,2,7.399759615,280.3913907,272,74,39,1
55949,9122,0,3,0,45.45238095,4.746032,2,8.343370166,316.7374918,85,63,72,1
134370,9122,0,1,5,44.27419355,4.596774,2,7.750810811,269.3927099,149,62,49,1
141030,9122,1,1,4,45.58098592,4.408451,2,7.667906977,321.1686367,105,71,66,1
175279,9122,0,0,0,51.6875,5,1,8.884722222,275.2131856,96,60,56,1
